Ano,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2009,Porto Belo,Arrasto de parelha,Olho-de-cão,"8.360,00",17
2009,Porto Belo,Arrasto de parelha,Oveva,"7.800,00",21
2009,Porto Belo,Arrasto de parelha,Palombeta,"71.690,00",26
2009,Porto Belo,Arrasto de parelha,Pampo,"1.280,00",14
2009,Porto Belo,Arrasto de parelha,Pargo-rosa,"1.904,00",13
2009,Porto Belo,Arrasto de parelha,Paru,"3.414,00",15
2009,Porto Belo,Arrasto de parelha,Peixe-porco,"22.760,00",29
2009,Porto Belo,Arrasto de parelha,Peixe-sapo,"2.775,00",10
2009,Porto Belo,Arrasto de parelha,Peixe-tábua,"60,00",2
2009,Porto Belo,Arrasto de parelha,Pescada,"57.181,00",11
2009,Porto Belo,Arrasto de parelha,Pescada-amarela,"2.990,00",4
2009,Porto Belo,Arrasto de parelha,Pescada-bicuda,"160,00",1
2009,Porto Belo,Arrasto de parelha,Pescada-branca,"3.224,00",10
2009,Porto Belo,Arrasto de parelha,Pescada-cambucu,"10.330,00",21
2009,Porto Belo,Arrasto de parelha,Pescadinha-real,"38.525,00",23
2009,Porto Belo,Arrasto de parelha,Polvo,"332,00",5
2009,Porto Belo,Arrasto de parelha,Raia,"11.225,00",31
2009,Porto Belo,Arrasto de parelha,Raia-viola,"9.083,00",18
2009,Porto Belo,Arrasto de parelha,Robalo,"1.264,00",10
2009,Porto Belo,Arrasto de parelha,Roncador,"7.460,00",17
2009,Porto Belo,Arrasto de parelha,Sardinha-lage,"220,00",1
2009,Porto Belo,Arrasto de parelha,Sororoca,"147,00",4
2009,Porto Belo,Arrasto de parelha,Tira-vira,"4.240,00",17
2009,Porto Belo,Arrasto de parelha,Trilha,"180,00",3
2009,Porto Belo,Arrasto de parelha,Xarelete,"980,00",11
2009,Porto Belo,Arrasto de parelha,Xixarro,"300,00",3
2009,Porto Belo,Arrasto duplo,Abrótea,"1.983,00",9
2009,Porto Belo,Arrasto duplo,Betara,"936,00",9
2009,Porto Belo,Arrasto duplo,Cabra,"1.500,00",4
2009,Porto Belo,Arrasto duplo,Caçonete,"100,00",1
2009,Porto Belo,Arrasto duplo,Camarão-barba-ruça,"319.963,00",26
2009,Porto Belo,Arrasto duplo,Camarão-rosa,"3.233,00",8
2009,Porto Belo,Arrasto duplo,Camarão-santana,"23.946,00",20
2009,Porto Belo,Arrasto duplo,Castanha,"380,00",2
2009,Porto Belo,Arrasto duplo,Corcoroca,"60,00",1
2009,Porto Belo,Arrasto duplo,Corvina,"860,00",11
2009,Porto Belo,Arrasto duplo,Emplastro,"2.228,00",7
2009,Porto Belo,Arrasto duplo,Enguia,"60,00",3
2009,Porto Belo,Arrasto duplo,Espada,"240,00",2
2009,Porto Belo,Arrasto duplo,Galo,"10,00",1
2009,Porto Belo,Arrasto duplo,Goete,"40,00",1
2009,Porto Belo,Arrasto duplo,Gordinho,"540,00",3
2009,Porto Belo,Arrasto duplo,Guaivira,"40,00",1
2009,Porto Belo,Arrasto duplo,Linguado,"1.916,00",7
2009,Porto Belo,Arrasto duplo,Linguado-areia,"392,00",2
2009,Porto Belo,Arrasto duplo,Lula,"4.164,00",5
2009,Porto Belo,Arrasto duplo,Mangangá,"680,00",6
2009,Porto Belo,Arrasto duplo,Maria-luiza,"1.380,00",4
2009,Porto Belo,Arrasto duplo,Merluza,"120,00",2
2009,Porto Belo,Arrasto duplo,Miracéu,"320,00",1
2009,Porto Belo,Arrasto duplo,Mistura,"4.046,00",17
2009,Porto Belo,Arrasto duplo,Olho-de-cão,"40,00",1
2009,Porto Belo,Arrasto duplo,Palombeta,"40,00",1
2009,Porto Belo,Arrasto duplo,Pampo,"300,00",1
2009,Porto Belo,Arrasto duplo,Peixe-sapo,"33,00",1
2009,Porto Belo,Arrasto duplo,Pescada,"220,00",2
2009,Porto Belo,Arrasto duplo,Pescadinha-real,"2.880,00",7
2009,Porto Belo,Arrasto duplo,Polvo,"1.990,00",9
2009,Porto Belo,Arrasto duplo,Raia,"117,00",2
2009,Porto Belo,Arrasto duplo,Raia-viola,"257,00",3
2009,Porto Belo,Arrasto duplo,Sapateira,"1.192,00",1
2009,Porto Belo,Arrasto duplo,Tira-vira,"80,00",2
2009,Porto Belo,Arrasto duplo,Trilha,"20,00",1
2010,Florianópolis,Arrasto de parelha,Abrótea,"160,00",1
2010,Florianópolis,Arrasto de parelha,Bagre,"100,00",1
2010,Florianópolis,Arrasto de parelha,Cabra,"220,00",1
2010,Florianópolis,Arrasto de parelha,Cação-anjo,"20,00",1
2010,Florianópolis,Arrasto de parelha,Caçonete,"40,00",1
2010,Florianópolis,Arrasto de parelha,Castanha,"2.610,00",1
2010,Florianópolis,Arrasto de parelha,Corcoroca,"20,00",1
2010,Florianópolis,Arrasto de parelha,Corvina,"4.040,00",1
2010,Florianópolis,Arrasto de parelha,Emplastro,"270,00",1
2010,Florianópolis,Arrasto de parelha,Goete,"480,00",1
2010,Florianópolis,Arrasto de parelha,Gordinho,"150,00",1
2010,Florianópolis,Arrasto de parelha,Linguado,"13,00",1
2010,Florianópolis,Arrasto de parelha,Linguado-areia,"20,00",1
2010,Florianópolis,Arrasto de parelha,Mistura,"380,00",1
2010,Florianópolis,Arrasto de parelha,Pescada,"340,00",1
2010,Florianópolis,Arrasto de parelha,Raia,"20,00",1
2010,Florianópolis,Arrasto de parelha,Raia-viola,"40,00",1
2010,Itajaí,Arrasto de parelha,Abrótea,"4.623,00",8
2010,Itajaí,Arrasto de parelha,Bagre,"5.310,00",7
2010,Itajaí,Arrasto de parelha,Betara,"5.780,00",8
2010,Itajaí,Arrasto de parelha,Cabra,"20.210,00",12
2010,Itajaí,Arrasto de parelha,Castanha,"310.330,00",13
2010,Itajaí,Arrasto de parelha,Corcoroca,"2.000,00",1
2010,Itajaí,Arrasto de parelha,Corvina,"340.630,00",27
2010,Itajaí,Arrasto de parelha,Emplastro,"22.650,00",13
2010,Itajaí,Arrasto de parelha,Enchova,"3.628,00",6
2010,Itajaí,Arrasto de parelha,Enguia,"180,00",2
2010,Itajaí,Arrasto de parelha,Espada,"5.450,00",5
2010,Itajaí,Arrasto de parelha,Galo,"30,00",1
2010,Itajaí,Arrasto de parelha,Garoupa,"150,00",1
2010,Itajaí,Arrasto de parelha,Goete,"133.460,00",18
2010,Itajaí,Arrasto de parelha,Gordinho,"15.620,00",8
2010,Itajaí,Arrasto de parelha,Guaivira,"500,00",1
2010,Itajaí,Arrasto de parelha,Linguado,"5.144,00",8
2010,Itajaí,Arrasto de parelha,Linguado-areia,"160,00",2
2010,Itajaí,Arrasto de parelha,Linguado-vermelho,"617,00",2
2010,Itajaí,Arrasto de parelha,Lula,"23.100,00",5
2010,Itajaí,Arrasto de parelha,Mangangá,"160,00",1
2010,Itajaí,Arrasto de parelha,Maria-luiza,"3.010,00",2
2010,Itajaí,Arrasto de parelha,Maria-mole,"289.080,00",21
2010,Itajaí,Arrasto de parelha,Mistura,"121.300,00",16
2010,Itajaí,Arrasto de parelha,Oveva,"200,00",1
2010,Itajaí,Arrasto de parelha,Peixe-porco,"12.700,00",7
2010,Itajaí,Arrasto de parelha,Peixe-tábua,"20,00",1
2010,Itajaí,Arrasto de parelha,Pescada,"15.000,00",3
2010,Itajaí,Arrasto de parelha,Pescada-amarela,"74.500,00",7
2010,Itajaí,Arrasto de parelha,Pescada-bicuda,"2.500,00",4
2010,Itajaí,Arrasto de parelha,Pescada-branca,"1.000,00",1
2010,Itajaí,Arrasto de parelha,Pescadinha-real,"65.000,00",5
2010,Itajaí,Arrasto de parelha,Raia,"500,00",1
2010,Itajaí,Arrasto de parelha,Robalo,"2.000,00",1
2010,Itajaí,Arrasto de parelha,Roncador,"1.060,00",2
2010,Itajaí,Arrasto de parelha,Tira-vira,"80,00",1
2010,Itajaí,Arrasto duplo,Abrótea,"255.400,00",143
2010,Itajaí,Arrasto duplo,Abrótea-de-fundo,"1.512.210,00",95
2010,Itajaí,Arrasto duplo,Bagre,"1.890,00",20
2010,Itajaí,Arrasto duplo,Batata,"40.753,00",66
2010,Itajaí,Arrasto duplo,Betara,"47.700,00",90
2010,Itajaí,Arrasto duplo,Cabra,"725.060,00",179
2010,Itajaí,Arrasto duplo,Cação-bagre,"1.930,00",4
2010,Itajaí,Arrasto duplo,Cações,"358,00",5
2010,Itajaí,Arrasto duplo,Calamar-argentino,"21.580,00",16
2010,Itajaí,Arrasto duplo,Camarão-barba-ruça,"334.762,00",34
2010,Itajaí,Arrasto duplo,Camarão-branco,"8.868,00",29
2010,Itajaí,Arrasto duplo,Camarão-cristalino,"31.050,00",17
2010,Itajaí,Arrasto duplo,Camarão-rosa,"95.567,00",128
2010,Itajaí,Arrasto duplo,Camarão-santana,"24.378,00",22
2010,Itajaí,Arrasto duplo,Camarão-sete-barbas,"298.665,00",35
2010,Itajaí,Arrasto duplo,Cangoá,"1.300,00",2
2010,Itajaí,Arrasto duplo,Caranguejo-de-profundidade,"20,00",1
2010,Itajaí,Arrasto duplo,Castanha,"356.760,00",119
2010,Itajaí,Arrasto duplo,Cherne,"12,00",1
2010,Itajaí,Arrasto duplo,Congro,"675,00",3
2010,Itajaí,Arrasto duplo,Congro-rosa,"79.290,00",111
2010,Itajaí,Arrasto duplo,Corcoroca,"2.280,00",8
2010,Itajaí,Arrasto duplo,Corvina,"137.898,00",114
2010,Itajaí,Arrasto duplo,Emplastro,"412.708,00",200
2010,Itajaí,Arrasto duplo,Enchova,"40,00",2
2010,Itajaí,Arrasto duplo,Enguia,"4.770,00",32
2010,Itajaí,Arrasto duplo,Espada,"16.370,00",61
2010,Itajaí,Arrasto duplo,Ferrinho,"43.200,00",28
2010,Itajaí,Arrasto duplo,Galo,"2.480,00",3
2010,Itajaí,Arrasto duplo,Galo-de-profundidade,"18.690,00",23
2010,Itajaí,Arrasto duplo,Goete,"9.000,00",37
2010,Itajaí,Arrasto duplo,Gordinho,"9.760,00",15
2010,Itajaí,Arrasto duplo,Guaivira,"1.550,00",6
2010,Itajaí,Arrasto duplo,Linguado,"524.905,00",144
2010,Itajaí,Arrasto duplo,Linguado-areia,"208.295,00",122
2010,Itajaí,Arrasto duplo,Linguado-vermelho,"2.753,00",11
2010,Itajaí,Arrasto duplo,Lula,"154.492,00",64
2010,Itajaí,Arrasto duplo,Machote,"400,00",1
2010,Itajaí,Arrasto duplo,Mangangá,"45.090,00",55
2010,Itajaí,Arrasto duplo,Maria-luiza,"16.080,00",20
2010,Itajaí,Arrasto duplo,Maria-mole,"204.780,00",120
2010,Itajaí,Arrasto duplo,Merluza,"542.145,00",125
2010,Itajaí,Arrasto duplo,Mistura,"699.657,00",278
2010,Itajaí,Arrasto duplo,Namorado,"3.837,00",21
2010,Itajaí,Arrasto duplo,Não discriminado,"2.336,00",1
2010,Itajaí,Arrasto duplo,Palombeta,"5,00",1
2010,Itajaí,Arrasto duplo,Pampo,"10,00",1
2010,Itajaí,Arrasto duplo,Papa-moscas,"120.460,00",22
2010,Itajaí,Arrasto duplo,Pargo-rosa,"2.452,00",12
2010,Itajaí,Arrasto duplo,Peixe-porco,"435.997,00",93
2010,Itajaí,Arrasto duplo,Peixe-sapo,"469.413,00",169
2010,Itajaí,Arrasto duplo,Pescada,"10.650,00",11
2010,Itajaí,Arrasto duplo,Pescada-amarela,"11.250,00",12
2010,Itajaí,Arrasto duplo,Pescadinha-real,"2.510,00",9
2010,Itajaí,Arrasto duplo,Pitú,"16.019,00",24
2010,Itajaí,Arrasto duplo,Polvo,"17.686,00",81
2010,Itajaí,Arrasto duplo,Raia,"6.146,00",25
2010,Itajaí,Arrasto duplo,Sapateira,"8.655,00",29
2010,Itajaí,Arrasto duplo,Sarrão,"27.060,00",20
2010,Itajaí,Arrasto duplo,Tira-vira,"190.905,00",106
2010,Itajaí,Arrasto duplo,Trilha,"21.640,00",49
2010,Itajaí,Arrasto simples,Abrótea,"74.698,00",90
2010,Itajaí,Arrasto simples,Abrótea-de-fundo,"31.382,00",13
2010,Itajaí,Arrasto simples,Bagre,"8.166,00",33
2010,Itajaí,Arrasto simples,Batata,"1.222,00",7
2010,Itajaí,Arrasto simples,Betara,"7.787,00",40
2010,Itajaí,Arrasto simples,Cabra,"2.053.380,00",114
2010,Itajaí,Arrasto simples,Cação-bagre,"8.160,00",17
2010,Itajaí,Arrasto simples,Cações,"940,00",2
2010,Itajaí,Arrasto simples,Calamar-argentino,"10,00",1
2010,Itajaí,Arrasto simples,Cangoá,"80,00",3
2010,Itajaí,Arrasto simples,Castanha,"1.447.142,00",105
2010,Itajaí,Arrasto simples,Congro,"243,00",3
2010,Itajaí,Arrasto simples,Congro-rosa,"8.543,00",31
2010,Itajaí,Arrasto simples,Corcoroca,"800,00",9
2010,Itajaí,Arrasto simples,Corvina,"176.895,00",88
2010,Itajaí,Arrasto simples,Emplastro,"396.965,00",107
2010,Itajaí,Arrasto simples,Enchova,"1.220,00",13
2010,Itajaí,Arrasto simples,Enguia,"6.019,00",56
2010,Itajaí,Arrasto simples,Espada,"54.154,00",92
2010,Itajaí,Arrasto simples,Ferrinho,"600,00",2
2010,Itajaí,Arrasto simples,Galha-de-cação,"40,00",1
2010,Itajaí,Arrasto simples,Galo,"140,00",3
2010,Itajaí,Arrasto simples,Galo-de-profundidade,"1.660,00",1
2010,Itajaí,Arrasto simples,Goete,"35.452,00",45
2010,Itajaí,Arrasto simples,Gordinho,"3.880,00",23
2010,Itajaí,Arrasto simples,Guaivira,"1.820,00",6
2010,Itajaí,Arrasto simples,Linguado,"39.303,00",43
2010,Itajaí,Arrasto simples,Linguado-areia,"198.800,00",85
2010,Itajaí,Arrasto simples,Lula,"84.258,00",14
2010,Itajaí,Arrasto simples,Machote,"520,00",2
2010,Itajaí,Arrasto simples,Mangangá,"13.300,00",33
2010,Itajaí,Arrasto simples,Maria-luiza,"3.960,00",6
2010,Itajaí,Arrasto simples,Maria-mole,"497.911,00",90
2010,Itajaí,Arrasto simples,Merluza,"50.280,00",77
2010,Itajaí,Arrasto simples,Mistura,"107.911,00",96
2010,Itajaí,Arrasto simples,Namorado,"337,00",5
2010,Itajaí,Arrasto simples,Olho-de-boi,"60,00",1
2010,Itajaí,Arrasto simples,Oveva,"2.000,00",1
2010,Itajaí,Arrasto simples,Palombeta,"540,00",5
2010,Itajaí,Arrasto simples,Pampo,"29,00",1
2010,Itajaí,Arrasto simples,Papa-moscas,"2.640,00",7
2010,Itajaí,Arrasto simples,Pargo-rosa,"510,00",12
2010,Itajaí,Arrasto simples,Peixe-porco,"5.880,00",15
2010,Itajaí,Arrasto simples,Peixe-sapo,"66.376,00",87
2010,Itajaí,Arrasto simples,Peixe-tábua,"120,00",2
2010,Itajaí,Arrasto simples,Pescada,"50,00",1
2010,Itajaí,Arrasto simples,Pescada-amarela,"100,00",1
2010,Itajaí,Arrasto simples,Pescada-bicuda,"120,00",1
2010,Itajaí,Arrasto simples,Pescada-cambucu,"100,00",2
2010,Itajaí,Arrasto simples,Pescadinha-real,"140,00",2
2010,Itajaí,Arrasto simples,Polvo,"423,00",9
2010,Itajaí,Arrasto simples,Raia,"8.080,00",19
2010,Itajaí,Arrasto simples,Roncador,"200,00",3
2010,Itajaí,Arrasto simples,Sapateira,"10,00",1
2010,Itajaí,Arrasto simples,Tira-vira,"18.600,00",69
2010,Itajaí,Arrasto simples,Trilha,"29.415,00",64
2010,Itajaí,Arrasto simples,Trombeta,"60,00",2
2010,Laguna,Arrasto de parelha,Abrótea,"122.560,00",53
2010,Laguna,Arrasto de parelha,Bagre,"220,00",2
2010,Laguna,Arrasto de parelha,Batata,"2.480,00",1
2010,Laguna,Arrasto de parelha,Betara,"36.300,00",29
2010,Laguna,Arrasto de parelha,Cabra,"95.040,00",32
2010,Laguna,Arrasto de parelha,Cações,"1.500,00",1
2010,Laguna,Arrasto de parelha,Castanha,"239.500,00",51
2010,Laguna,Arrasto de parelha,Corcoroca,"2.000,00",1
2010,Laguna,Arrasto de parelha,Corvina,"1.044.190,00",71
2010,Laguna,Arrasto de parelha,Emplastro,"97.000,00",39
2010,Laguna,Arrasto de parelha,Enchova,"2.300,00",2
2010,Laguna,Arrasto de parelha,Enguia,"4.220,00",5
2010,Laguna,Arrasto de parelha,Espada,"92.760,00",48
2010,Laguna,Arrasto de parelha,Goete,"17.540,00",10
2010,Laguna,Arrasto de parelha,Gordinho,"36.300,00",23
2010,Laguna,Arrasto de parelha,Linguado,"54.020,00",33
2010,Laguna,Arrasto de parelha,Linguado-areia,"500,00",1
2010,Laguna,Arrasto de parelha,Linguado-vermelho,"3.500,00",5
2010,Laguna,Arrasto de parelha,Maria-luiza,"33.600,00",12
2010,Laguna,Arrasto de parelha,Maria-mole,"481.162,00",50
2010,Laguna,Arrasto de parelha,Mistura,"249.660,00",59
2010,Laguna,Arrasto de parelha,Não discriminado,"1.069.300,00",47
2010,Laguna,Arrasto de parelha,Pargo-rosa,"440,00",1
2010,Laguna,Arrasto de parelha,Peixe-porco,"23.240,00",11
2010,Laguna,Arrasto de parelha,Pescada,"636.600,00",42
2010,Laguna,Arrasto de parelha,Pescada-amarela,"431.398,00",24
2010,Laguna,Arrasto de parelha,Pescadinha-real,"83.640,00",17
2010,Laguna,Arrasto de parelha,Raia,"20.920,00",14
2010,Laguna,Arrasto de parelha,Serrinha,"1.000,00",1
2010,Laguna,Arrasto de parelha,Tainha,"4.500,00",1
2010,Laguna,Arrasto de parelha,Tira-vira,"500,00",1
2010,Laguna,Arrasto duplo,Abrótea,"27.020,00",15
2010,Laguna,Arrasto duplo,Betara,"30.200,00",9
2010,Laguna,Arrasto duplo,Cabra,"140.100,00",14
2010,Laguna,Arrasto duplo,Cações,"1.860,00",2
2010,Laguna,Arrasto duplo,Castanha,"39.620,00",14
2010,Laguna,Arrasto duplo,Corcoroca,"700,00",1
2010,Laguna,Arrasto duplo,Corvina,"65.580,00",15
2010,Laguna,Arrasto duplo,Emplastro,"11.500,00",3
2010,Laguna,Arrasto duplo,Enguia,"460,00",1
2010,Laguna,Arrasto duplo,Espada,"7.600,00",9
2010,Laguna,Arrasto duplo,Goete,"8.360,00",3
2010,Laguna,Arrasto duplo,Linguado,"27.920,00",14
2010,Laguna,Arrasto duplo,Linguado-vermelho,"300,00",1
2010,Laguna,Arrasto duplo,Maria-mole,"6.900,00",3
2010,Laguna,Arrasto duplo,Mistura,"64.060,00",14
2010,Laguna,Arrasto duplo,Não discriminado,"124.400,00",7
2010,Laguna,Arrasto duplo,Peixe-porco,"47.040,00",10
2010,Laguna,Arrasto duplo,Pescada,"58.560,00",16
2010,Laguna,Arrasto duplo,Polvo,"1.980,00",3
2010,Laguna,Arrasto duplo,Raia,"2.800,00",1
2010,Laguna,Arrasto duplo,Sapateira,"1.200,00",1
2010,Laguna,Arrasto duplo,Tira-vira,"2.000,00",1
2010,Laguna,Arrasto duplo,Trilha,"19.372,00",5
2010,Laguna,Arrasto simples,Abrótea,"39.280,00",12
2010,Laguna,Arrasto simples,Bagre,"2.000,00",1
2010,Laguna,Arrasto simples,Betara,"10.900,00",9
2010,Laguna,Arrasto simples,Cabra,"179.920,00",19
2010,Laguna,Arrasto simples,Castanha,"33.880,00",15
2010,Laguna,Arrasto simples,Corcoroca,"200,00",1
2010,Laguna,Arrasto simples,Corvina,"88.480,00",18
2010,Laguna,Arrasto simples,Emplastro,"47.000,00",16
2010,Laguna,Arrasto simples,Enchova,"360,00",1
2010,Laguna,Arrasto simples,Enguia,"500,00",2
2010,Laguna,Arrasto simples,Espada,"14.140,00",11
2010,Laguna,Arrasto simples,Goete,"2.220,00",4
2010,Laguna,Arrasto simples,Gordinho,"700,00",2
2010,Laguna,Arrasto simples,Linguado,"101.060,00",19
2010,Laguna,Arrasto simples,Linguado-areia,"4.000,00",2
2010,Laguna,Arrasto simples,Linguado-vermelho,"14.200,00",5
2010,Laguna,Arrasto simples,Maria-luiza,"15.200,00",5
2010,Laguna,Arrasto simples,Maria-mole,"44.300,00",14
2010,Laguna,Arrasto simples,Mistura,"65.140,00",17
2010,Laguna,Arrasto simples,Não discriminado,"179.760,00",14
2010,Laguna,Arrasto simples,Pampo,"200,00",1
2010,Laguna,Arrasto simples,Peixe-porco,"65.240,00",17
2010,Laguna,Arrasto simples,Peixe-sapo,"3.500,00",2
2010,Laguna,Arrasto simples,Pescada,"11.960,00",7
2010,Laguna,Arrasto simples,Polvo,"2.340,00",4
2010,Laguna,Arrasto simples,Raia,"4.400,00",5
2010,Laguna,Arrasto simples,Sapateira,"1.500,00",3
2010,Laguna,Arrasto simples,Tira-vira,"20.500,00",10
2010,Laguna,Arrasto simples,Trilha,"500,00",1
2010,Navegantes,Arrasto de parelha,Abrótea,"4.210,00",11
2010,Navegantes,Arrasto de parelha,Bagre,"10.700,00",5
2010,Navegantes,Arrasto de parelha,Betara,"10.878,00",9
2010,Navegantes,Arrasto de parelha,Cabra,"57.242,00",16
2010,Navegantes,Arrasto de parelha,Cação-anjo,"1.276,00",1
2010,Navegantes,Arrasto de parelha,Cação-mangona,"18,00",1
2010,Navegantes,Arrasto de parelha,Cação-martelo,"8,00",1
2010,Navegantes,Arrasto de parelha,Caçonete,"543,00",1
2010,Navegantes,Arrasto de parelha,Castanha,"597.559,00",15
2010,Navegantes,Arrasto de parelha,Congro,"20,00",1
2010,Navegantes,Arrasto de parelha,Corcoroca,"1.060,00",1
2010,Navegantes,Arrasto de parelha,Corvina,"385.605,00",19
2010,Navegantes,Arrasto de parelha,Emplastro,"18.652,00",10
2010,Navegantes,Arrasto de parelha,Enchova,"1.060,00",3
2010,Navegantes,Arrasto de parelha,Enguia,"220,00",1
2010,Navegantes,Arrasto de parelha,Espada,"100,00",1
2010,Navegantes,Arrasto de parelha,Goete,"46.240,00",12
2010,Navegantes,Arrasto de parelha,Gordinho,"4.480,00",7
2010,Navegantes,Arrasto de parelha,Linguado,"17.322,00",11
2010,Navegantes,Arrasto de parelha,Linguado-areia,"8.838,00",5
2010,Navegantes,Arrasto de parelha,Linguado-vermelho,"80,00",1
2010,Navegantes,Arrasto de parelha,Mangangá,"600,00",2
2010,Navegantes,Arrasto de parelha,Maria-luiza,"20,00",1
2010,Navegantes,Arrasto de parelha,Maria-mole,"465.005,00",18
2010,Navegantes,Arrasto de parelha,Mistura,"82.938,00",9
2010,Navegantes,Arrasto de parelha,Papa-moscas,"80,00",1
2010,Navegantes,Arrasto de parelha,Pargo-rosa,"40,00",1
2010,Navegantes,Arrasto de parelha,Peixe-porco,"2.670,00",4
2010,Navegantes,Arrasto de parelha,Peixe-sapo,"3.548,00",2
2010,Navegantes,Arrasto de parelha,Peixe-tábua,"20,00",1
2010,Navegantes,Arrasto de parelha,Pescada,"6.000,00",1
2010,Navegantes,Arrasto de parelha,Pescada-amarela,"21.000,00",2
2010,Navegantes,Arrasto de parelha,Polvo,"51,00",1
2010,Navegantes,Arrasto de parelha,Raia,"1.300,00",2
2010,Navegantes,Arrasto de parelha,Raia-viola,"938,00",1
2010,Navegantes,Arrasto de parelha,Tira-vira,"3.180,00",6
2010,Navegantes,Arrasto de parelha,Trilha,"100,00",1
2010,Navegantes,Arrasto duplo,Abrótea,"289.585,00",111
2010,Navegantes,Arrasto duplo,Abrótea-de-fundo,"2.335.715,00",118
2010,Navegantes,Arrasto duplo,Bagre,"795,00",6
2010,Navegantes,Arrasto duplo,Batata,"27.465,00",47
2010,Navegantes,Arrasto duplo,Betara,"28.670,00",76
2010,Navegantes,Arrasto duplo,Cabra,"414.858,00",145
2010,Navegantes,Arrasto duplo,Cação-bagre,"1.880,00",8
2010,Navegantes,Arrasto duplo,Cação-cabeca-chata,"250,00",1
2010,Navegantes,Arrasto duplo,Cações,"600,00",2
2010,Navegantes,Arrasto duplo,Caçonete,"140,00",2
2010,Navegantes,Arrasto duplo,Calamar-argentino,"20.560,00",21
2010,Navegantes,Arrasto duplo,Camarão-barba-ruça,"2.443.108,00",194
2010,Navegantes,Arrasto duplo,Camarão-branco,"16.420,00",104
2010,Navegantes,Arrasto duplo,Camarão-cristalino,"210.465,00",63
2010,Navegantes,Arrasto duplo,Camarão-rosa,"194.335,00",154
2010,Navegantes,Arrasto duplo,Camarão-santana,"125.250,00",110
2010,Navegantes,Arrasto duplo,Camarão-santana + barba-ruca,"6.500,00",1
2010,Navegantes,Arrasto duplo,Camarão-sete-barbas,"1.675.957,00",161
2010,Navegantes,Arrasto duplo,Castanha,"330.595,00",66
2010,Navegantes,Arrasto duplo,Cherne,"50,00",1
2010,Navegantes,Arrasto duplo,Cioba,"96,00",1
2010,Navegantes,Arrasto duplo,Congro,"1.090,00",2
2010,Navegantes,Arrasto duplo,Congro-rosa,"102.592,00",131
2010,Navegantes,Arrasto duplo,Corcoroca,"4.835,00",7
2010,Navegantes,Arrasto duplo,Corvina,"93.923,00",71
2010,Navegantes,Arrasto duplo,Emplastro,"259.161,00",169
2010,Navegantes,Arrasto duplo,Enchova,"30,00",1
2010,Navegantes,Arrasto duplo,Enguia,"1.180,00",9
2010,Navegantes,Arrasto duplo,Espada,"6.405,00",26
2010,Navegantes,Arrasto duplo,Ferrinho,"32.030,00",24
2010,Navegantes,Arrasto duplo,Galo,"2.590,00",6
2010,Navegantes,Arrasto duplo,Galo-de-profundidade,"20.600,00",21
2010,Navegantes,Arrasto duplo,Goete,"8.235,00",20
2010,Navegantes,Arrasto duplo,Gordinho,"2.970,00",16
2010,Navegantes,Arrasto duplo,Guaivira,"3.740,00",11
2010,Navegantes,Arrasto duplo,Linguado,"333.481,00",102
2010,Navegantes,Arrasto duplo,Linguado-areia,"201.515,00",125
2010,Navegantes,Arrasto duplo,Linguado-vermelho,"4.510,00",4
2010,Navegantes,Arrasto duplo,Lula,"215.191,00",43
2010,Navegantes,Arrasto duplo,Machote,"20,00",1
2010,Navegantes,Arrasto duplo,Mangangá,"30.070,00",33
2010,Navegantes,Arrasto duplo,Maria-luiza,"4.580,00",11
2010,Navegantes,Arrasto duplo,Maria-mole,"197.149,00",67
2010,Navegantes,Arrasto duplo,Marimbá,"50,00",1
2010,Navegantes,Arrasto duplo,Merluza,"971.198,00",133
2010,Navegantes,Arrasto duplo,Miracéu,"500,00",1
2010,Navegantes,Arrasto duplo,Mistura,"785.861,00",342
2010,Navegantes,Arrasto duplo,Namorado,"1.510,00",14
