Ano,Mês,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2016,1,Itajaí,Arrasto duplo,Abrótea,"10.860,00",8
2016,1,Itajaí,Arrasto duplo,Batata,"20,00",1
2016,1,Itajaí,Arrasto duplo,Cabra,"3.400,00",7
2016,1,Itajaí,Arrasto duplo,Cação-bagre,"1.420,00",2
2016,1,Itajaí,Arrasto duplo,Cascudo,"2.140,00",1
2016,1,Itajaí,Arrasto duplo,Castanha,"340,00",6
2016,1,Itajaí,Arrasto duplo,Corcoroca,"20,00",1
2016,1,Itajaí,Arrasto duplo,Corvina,"140,00",5
2016,1,Itajaí,Arrasto duplo,Emplastro,"3.300,00",6
2016,1,Itajaí,Arrasto duplo,Enguia,"80,00",2
2016,1,Itajaí,Arrasto duplo,Goete,"20,00",1
2016,1,Itajaí,Arrasto duplo,Linguado-areia,"5.560,00",6
2016,1,Itajaí,Arrasto duplo,Mangangá,"1.580,00",8
2016,1,Itajaí,Arrasto duplo,Maria-luiza,"20,00",1
2016,1,Itajaí,Arrasto duplo,Maria-mole,"1.020,00",7
2016,1,Itajaí,Arrasto duplo,Merluza,"560,00",3
2016,1,Itajaí,Arrasto duplo,Mistura,"1.260,00",8
2016,1,Itajaí,Arrasto duplo,Namorado,"20,00",1
2016,1,Itajaí,Arrasto duplo,Peixe-sapo,"1.000,00",6
2016,1,Itajaí,Arrasto duplo,Tira-vira,"760,00",8
2016,1,Itajaí,Arrasto duplo,Trilha,"380,00",4
2016,2,Itajaí,Arrasto duplo,Abrótea,"4.273,00",6
2016,2,Itajaí,Arrasto duplo,Batata,"20,00",1
2016,2,Itajaí,Arrasto duplo,Betara,"628,00",5
2016,2,Itajaí,Arrasto duplo,Cabra,"3.890,00",3
2016,2,Itajaí,Arrasto duplo,Cação-bagre,"340,00",3
2016,2,Itajaí,Arrasto duplo,Camarão-barba-ruça,"144.752,00",9
2016,2,Itajaí,Arrasto duplo,Camarão-santana,"3.014,00",7
2016,2,Itajaí,Arrasto duplo,Cascudo,"2.860,00",1
2016,2,Itajaí,Arrasto duplo,Castanha,"320,00",2
2016,2,Itajaí,Arrasto duplo,Congro,"20,00",1
2016,2,Itajaí,Arrasto duplo,Corvina,"489,00",5
2016,2,Itajaí,Arrasto duplo,Emplastro,"780,00",3
2016,2,Itajaí,Arrasto duplo,Enguia,"40,00",2
2016,2,Itajaí,Arrasto duplo,Linguado,"20,00",1
2016,2,Itajaí,Arrasto duplo,Linguado-areia,"2.264,00",4
2016,2,Itajaí,Arrasto duplo,Mangangá,"460,00",2
2016,2,Itajaí,Arrasto duplo,Maria-mole,"280,00",4
2016,2,Itajaí,Arrasto duplo,Merluza,"540,00",3
2016,2,Itajaí,Arrasto duplo,Mistura,"2.999,00",8
2016,2,Itajaí,Arrasto duplo,Namorado,"60,00",1
2016,2,Itajaí,Arrasto duplo,Pargo-rosa,"40,00",1
2016,2,Itajaí,Arrasto duplo,Peixe-sapo,"360,00",2
2016,2,Itajaí,Arrasto duplo,Pescada,"1.240,00",4
2016,2,Itajaí,Arrasto duplo,Tira-vira,"940,00",5
2016,2,Itajaí,Arrasto duplo,Trilha,"203,00",3
2016,2,Itajaí,Arrasto simples,Abrótea,"500,00",2
2016,2,Itajaí,Arrasto simples,Betara,"180,00",1
2016,2,Itajaí,Arrasto simples,Cabra,"39.020,00",2
2016,2,Itajaí,Arrasto simples,Castanha,"10.260,00",2
2016,2,Itajaí,Arrasto simples,Corcoroca,"360,00",1
2016,2,Itajaí,Arrasto simples,Corvina,"15.840,00",2
2016,2,Itajaí,Arrasto simples,Emplastro,"8.840,00",2
2016,2,Itajaí,Arrasto simples,Goete,"1.000,00",1
2016,2,Itajaí,Arrasto simples,Linguado-areia,"60,00",1
2016,2,Itajaí,Arrasto simples,Maria-mole,"540,00",2
2016,2,Itajaí,Arrasto simples,Merluza,"380,00",2
2016,2,Itajaí,Arrasto simples,Mistura,"460,00",2
2016,2,Itajaí,Arrasto simples,Olho-de-boi,"320,00",1
2016,2,Itajaí,Arrasto simples,Peixe-sapo,"720,00",2
2016,2,Itajaí,Arrasto simples,Raia,"138,00",1
2016,2,Itajaí,Arrasto simples,Tira-vira,"160,00",2
2016,2,Itajaí,Arrasto simples,Trilha,"80,00",2
2016,3,Itajaí,Arrasto duplo,Abrótea,"160,00",2
2016,3,Itajaí,Arrasto duplo,Betara,"100,00",2
2016,3,Itajaí,Arrasto duplo,Cabra,"1.560,00",1
2016,3,Itajaí,Arrasto duplo,Camarão-barba-ruça,"21.204,00",2
2016,3,Itajaí,Arrasto duplo,Camarão-sete-barbas,"234,00",1
2016,3,Itajaí,Arrasto duplo,Castanha,"60,00",1
2016,3,Itajaí,Arrasto duplo,Corvina,"20,00",1
2016,3,Itajaí,Arrasto duplo,Emplastro,"1.040,00",1
2016,3,Itajaí,Arrasto duplo,Enguia,"20,00",1
2016,3,Itajaí,Arrasto duplo,Goete,"20,00",1
2016,3,Itajaí,Arrasto duplo,Linguado-areia,"520,00",1
2016,3,Itajaí,Arrasto duplo,Mangangá,"20,00",1
2016,3,Itajaí,Arrasto duplo,Maria-luiza,"40,00",1
2016,3,Itajaí,Arrasto duplo,Maria-mole,"220,00",1
2016,3,Itajaí,Arrasto duplo,Mistura,"240,00",2
2016,3,Itajaí,Arrasto duplo,Peixe-sapo,"40,00",1
2016,3,Itajaí,Arrasto duplo,Pescada,"240,00",2
2016,3,Itajaí,Arrasto duplo,Tira-vira,"80,00",1
2016,3,Itajaí,Arrasto simples,Abrótea,"480,00",3
2016,3,Itajaí,Arrasto simples,Betara,"260,00",2
2016,3,Itajaí,Arrasto simples,Cabra,"15.200,00",3
2016,3,Itajaí,Arrasto simples,Castanha,"14.200,00",2
2016,3,Itajaí,Arrasto simples,Cavalinha,"380,00",1
2016,3,Itajaí,Arrasto simples,Corcoroca,"740,00",2
2016,3,Itajaí,Arrasto simples,Corvina,"19.680,00",2
2016,3,Itajaí,Arrasto simples,Emplastro,"4.020,00",3
2016,3,Itajaí,Arrasto simples,Espada,"20,00",1
2016,3,Itajaí,Arrasto simples,Goete,"9.400,00",2
2016,3,Itajaí,Arrasto simples,Gordinho,"400,00",2
2016,3,Itajaí,Arrasto simples,Linguado-areia,"780,00",3
2016,3,Itajaí,Arrasto simples,Maria-mole,"4.980,00",2
2016,3,Itajaí,Arrasto simples,Marimbá,"20,00",1
2016,3,Itajaí,Arrasto simples,Merluza,"80,00",1
2016,3,Itajaí,Arrasto simples,Miracéu,"20,00",1
2016,3,Itajaí,Arrasto simples,Mistura,"860,00",3
2016,3,Itajaí,Arrasto simples,Olho-de-boi,"80,00",1
2016,3,Itajaí,Arrasto simples,Pampo,"60,00",2
2016,3,Itajaí,Arrasto simples,Peixe-porco,"60,00",2
2016,3,Itajaí,Arrasto simples,Peixe-sapo,"280,00",3
2016,3,Itajaí,Arrasto simples,Pescada,"240,00",2
2016,3,Itajaí,Arrasto simples,Pescada-cambucu,"100,00",1
2016,3,Itajaí,Arrasto simples,Tira-vira,"20,00",1
2016,4,Itajaí,Arrasto duplo,Abrótea,"9.940,00",7
2016,4,Itajaí,Arrasto duplo,Batata,"96,00",2
2016,4,Itajaí,Arrasto duplo,Cabra,"1.500,00",6
2016,4,Itajaí,Arrasto duplo,Cação-bagre,"260,00",5
2016,4,Itajaí,Arrasto duplo,Camarão-cristalino,"12.600,00",5
2016,4,Itajaí,Arrasto duplo,Cascudo,"20,00",1
2016,4,Itajaí,Arrasto duplo,Castanha,"1.240,00",2
2016,4,Itajaí,Arrasto duplo,Congro,"1.540,00",4
2016,4,Itajaí,Arrasto duplo,Corvina,"20,00",1
2016,4,Itajaí,Arrasto duplo,Emplastro,"1.860,00",5
2016,4,Itajaí,Arrasto duplo,Enguia,"60,00",1
2016,4,Itajaí,Arrasto duplo,Goete,"40,00",2
2016,4,Itajaí,Arrasto duplo,Linguado-areia,"2.180,00",4
2016,4,Itajaí,Arrasto duplo,Mangangá,"100,00",1
2016,4,Itajaí,Arrasto duplo,Maria-mole,"100,00",2
2016,4,Itajaí,Arrasto duplo,Merluza,"1.980,00",6
2016,4,Itajaí,Arrasto duplo,Mistura,"932,00",7
2016,4,Itajaí,Arrasto duplo,Namorado,"100,00",3
2016,4,Itajaí,Arrasto duplo,Papa-moscas,"100,00",2
2016,4,Itajaí,Arrasto duplo,Pargo-rosa,"40,00",1
2016,4,Itajaí,Arrasto duplo,Peixe-sapo,"3.280,00",5
2016,4,Itajaí,Arrasto duplo,Polvo,"167,00",3
2016,4,Itajaí,Arrasto duplo,Tira-vira,"420,00",7
2016,4,Itajaí,Arrasto duplo,Trilha,"60,00",3
2016,4,Itajaí,Arrasto simples,Abrótea,"840,00",3
2016,4,Itajaí,Arrasto simples,Bagre,"220,00",2
2016,4,Itajaí,Arrasto simples,Betara,"520,00",2
2016,4,Itajaí,Arrasto simples,Cabra,"35.020,00",3
2016,4,Itajaí,Arrasto simples,Castanha,"12.920,00",3
2016,4,Itajaí,Arrasto simples,Corcoroca,"180,00",2
2016,4,Itajaí,Arrasto simples,Corvina,"32.820,00",3
2016,4,Itajaí,Arrasto simples,Emplastro,"10.740,00",3
2016,4,Itajaí,Arrasto simples,Espada,"220,00",3
2016,4,Itajaí,Arrasto simples,Galo,"40,00",1
2016,4,Itajaí,Arrasto simples,Goete,"23.440,00",2
2016,4,Itajaí,Arrasto simples,Gordinho,"1.500,00",2
2016,4,Itajaí,Arrasto simples,Guaivira,"60,00",1
2016,4,Itajaí,Arrasto simples,Linguado-areia,"160,00",1
2016,4,Itajaí,Arrasto simples,Mangangá,"20,00",1
2016,4,Itajaí,Arrasto simples,Maria-mole,"6.680,00",3
2016,4,Itajaí,Arrasto simples,Merluza,"140,00",2
2016,4,Itajaí,Arrasto simples,Mistura,"540,00",2
2016,4,Itajaí,Arrasto simples,Olho-de-boi,"400,00",3
2016,4,Itajaí,Arrasto simples,Peixe-sapo,"280,00",2
2016,4,Itajaí,Arrasto simples,Pescada,"220,00",2
2016,4,Itajaí,Arrasto simples,Pescada-cambucu,"100,00",2
2016,4,Itajaí,Arrasto simples,Raia,"105,00",2
2016,4,Itajaí,Arrasto simples,Tira-vira,"260,00",3
2016,4,Itajaí,Arrasto simples,Trilha,"400,00",3
2016,5,Itajaí,Arrasto duplo,Abrótea,"12.549,00",7
2016,5,Itajaí,Arrasto duplo,Batata,"116,00",2
2016,5,Itajaí,Arrasto duplo,Cabra,"3.663,00",5
2016,5,Itajaí,Arrasto duplo,Cação-bagre,"60,00",1
2016,5,Itajaí,Arrasto duplo,Camarão-cristalino,"5.085,00",3
2016,5,Itajaí,Arrasto duplo,Cascudo,"1.518,00",2
2016,5,Itajaí,Arrasto duplo,Castanha,"661,00",5
2016,5,Itajaí,Arrasto duplo,Congro,"914,00",3
2016,5,Itajaí,Arrasto duplo,Corvina,"14,00",1
2016,5,Itajaí,Arrasto duplo,Emplastro,"3.633,00",3
2016,5,Itajaí,Arrasto duplo,Enguia,"102,00",3
2016,5,Itajaí,Arrasto duplo,Galo,"35,00",1
2016,5,Itajaí,Arrasto duplo,Goete,"24,00",2
2016,5,Itajaí,Arrasto duplo,Linguado-areia,"2.875,00",3
2016,5,Itajaí,Arrasto duplo,Mangangá,"140,00",2
2016,5,Itajaí,Arrasto duplo,Maria-mole,"1.571,00",7
2016,5,Itajaí,Arrasto duplo,Merluza,"2.924,00",7
2016,5,Itajaí,Arrasto duplo,Peixe-sapo,"1.129,00",3
2016,5,Itajaí,Arrasto duplo,Polvo,"190,00",3
2016,5,Itajaí,Arrasto duplo,Tira-vira,"3.975,00",7
2016,5,Itajaí,Arrasto duplo,Trilha,"245,00",3
2016,5,Itajaí,Arrasto simples,Abrótea,"506,00",3
2016,5,Itajaí,Arrasto simples,Bagre,"467,00",3
2016,5,Itajaí,Arrasto simples,Betara,"355,00",1
2016,5,Itajaí,Arrasto simples,Cabra,"37.602,00",3
2016,5,Itajaí,Arrasto simples,Cangoá,"12,00",1
2016,5,Itajaí,Arrasto simples,Castanha,"34.542,00",3
2016,5,Itajaí,Arrasto simples,Corcoroca,"655,00",2
2016,5,Itajaí,Arrasto simples,Corvina,"16.418,00",3
2016,5,Itajaí,Arrasto simples,Emplastro,"10.990,00",3
2016,5,Itajaí,Arrasto simples,Enguia,"15,00",1
2016,5,Itajaí,Arrasto simples,Espada,"437,00",3
2016,5,Itajaí,Arrasto simples,Galo,"4,00",1
2016,5,Itajaí,Arrasto simples,Goete,"8.420,00",3
2016,5,Itajaí,Arrasto simples,Gordinho,"163,00",2
2016,5,Itajaí,Arrasto simples,Guaivira,"20,00",1
2016,5,Itajaí,Arrasto simples,Linguado-areia,"564,00",3
2016,5,Itajaí,Arrasto simples,Mangangá,"42,00",2
2016,5,Itajaí,Arrasto simples,Maria-luiza,"131,00",1
2016,5,Itajaí,Arrasto simples,Maria-mole,"6.545,00",3
2016,5,Itajaí,Arrasto simples,Marimbá,"4,00",1
2016,5,Itajaí,Arrasto simples,Merluza,"492,00",2
2016,5,Itajaí,Arrasto simples,Olho-de-boi,"343,00",3
2016,5,Itajaí,Arrasto simples,Pampo,"20,00",1
2016,5,Itajaí,Arrasto simples,Pargo-rosa,"42,00",2
2016,5,Itajaí,Arrasto simples,Paru,"54,00",1
2016,5,Itajaí,Arrasto simples,Peixe-porco,"66,00",1
2016,5,Itajaí,Arrasto simples,Peixe-sapo,"240,00",1
2016,5,Itajaí,Arrasto simples,Pescada,"490,00",1
2016,5,Itajaí,Arrasto simples,Pescada-cambucu,"124,00",1
2016,5,Itajaí,Arrasto simples,Raia,"50,00",1
2016,5,Itajaí,Arrasto simples,Roncador,"227,00",2
2016,5,Itajaí,Arrasto simples,Tira-vira,"140,00",3
2016,5,Itajaí,Arrasto simples,Trilha,"40,00",1
2016,6,Itajaí,Arrasto duplo,Abrótea,"67.965,00",9
2016,6,Itajaí,Arrasto duplo,Betara,"281,00",4
2016,6,Itajaí,Arrasto duplo,Cabra,"15.940,00",8
2016,6,Itajaí,Arrasto duplo,Cação-bagre,"154,00",2
2016,6,Itajaí,Arrasto duplo,Castanha,"1.650,00",7
2016,6,Itajaí,Arrasto duplo,Congro,"855,00",4
2016,6,Itajaí,Arrasto duplo,Congro-rosa,"400,00",1
2016,6,Itajaí,Arrasto duplo,Corvina,"580,00",8
2016,6,Itajaí,Arrasto duplo,Emplastro,"499,00",2
2016,6,Itajaí,Arrasto duplo,Enguia,"322,00",7
2016,6,Itajaí,Arrasto duplo,Espada,"5,00",1
2016,6,Itajaí,Arrasto duplo,Goete,"213,00",5
2016,6,Itajaí,Arrasto duplo,Linguado-areia,"10.234,00",5
2016,6,Itajaí,Arrasto duplo,Lula,"1.000,00",1
2016,6,Itajaí,Arrasto duplo,Maria-mole,"6.476,00",8
2016,6,Itajaí,Arrasto duplo,Merluza,"12.674,00",8
2016,6,Itajaí,Arrasto duplo,Peixe-porco,"40,00",4
2016,6,Itajaí,Arrasto duplo,Peixe-sapo,"2.583,00",2
2016,6,Itajaí,Arrasto duplo,Polvo,"401,00",3
2016,6,Itajaí,Arrasto duplo,Tira-vira,"5.121,00",8
2016,6,Itajaí,Arrasto duplo,Trilha,"103,00",4
2016,6,Itajaí,Arrasto simples,Abrótea,"492,00",2
2016,6,Itajaí,Arrasto simples,Cabra,"82.137,00",2
2016,6,Itajaí,Arrasto simples,Castanha,"3.577,00",2
2016,6,Itajaí,Arrasto simples,Corvina,"486,00",2
2016,6,Itajaí,Arrasto simples,Emplastro,"17.817,00",2
2016,6,Itajaí,Arrasto simples,Espada,"89,00",1
2016,6,Itajaí,Arrasto simples,Goete,"1.493,00",2
2016,6,Itajaí,Arrasto simples,Linguado-areia,"2.294,00",1
2016,6,Itajaí,Arrasto simples,Maria-mole,"1.060,00",2
2016,6,Itajaí,Arrasto simples,Merluza,"100,00",2
2016,6,Itajaí,Arrasto simples,Peixe-sapo,"574,00",2
2016,6,Itajaí,Arrasto simples,Polvo,"5,00",1
2016,6,Itajaí,Arrasto simples,Raia,"1.800,00",2
2016,6,Itajaí,Arrasto simples,Tira-vira,"440,00",2
2016,6,Itajaí,Arrasto simples,Trilha,"916,00",2
2016,7,Itajaí,Arrasto duplo,Abrótea,"45.162,00",22
2016,7,Itajaí,Arrasto duplo,Batata,"440,00",2
2016,7,Itajaí,Arrasto duplo,Betara,"242,00",7
2016,7,Itajaí,Arrasto duplo,Cabra,"29.317,00",22
2016,7,Itajaí,Arrasto duplo,Cação-bagre,"110,00",1
2016,7,Itajaí,Arrasto duplo,Camarão-rosa,"34.140,00",22
2016,7,Itajaí,Arrasto duplo,Castanha,"14.550,00",10
2016,7,Itajaí,Arrasto duplo,Congro,"2.904,00",10
2016,7,Itajaí,Arrasto duplo,Congro-rosa,"6.150,00",5
2016,7,Itajaí,Arrasto duplo,Corvina,"2.892,00",18
2016,7,Itajaí,Arrasto duplo,Emplastro,"6.900,00",5
2016,7,Itajaí,Arrasto duplo,Enguia,"187,00",5
2016,7,Itajaí,Arrasto duplo,Espada,"11,00",2
2016,7,Itajaí,Arrasto duplo,Galo,"3.000,00",2
2016,7,Itajaí,Arrasto duplo,Goete,"117,00",5
2016,7,Itajaí,Arrasto duplo,Gordinho,"50,00",1
2016,7,Itajaí,Arrasto duplo,Linguado,"24.200,00",4
2016,7,Itajaí,Arrasto duplo,Linguado-areia,"31.783,00",15
2016,7,Itajaí,Arrasto duplo,Lula,"50,00",1
2016,7,Itajaí,Arrasto duplo,Maria-mole,"6.686,00",15
2016,7,Itajaí,Arrasto duplo,Merluza,"15.602,00",9
2016,7,Itajaí,Arrasto duplo,Mistura,"22.340,00",18
2016,7,Itajaí,Arrasto duplo,Namorado,"1.160,00",4
2016,7,Itajaí,Arrasto duplo,Pargo-rosa,"920,00",3
2016,7,Itajaí,Arrasto duplo,Peixe-porco,"460,00",5
2016,7,Itajaí,Arrasto duplo,Peixe-sapo,"14.500,00",8
2016,7,Itajaí,Arrasto duplo,Pitú,"1.840,00",8
2016,7,Itajaí,Arrasto duplo,Polvo,"3.734,00",20
2016,7,Itajaí,Arrasto duplo,Sapateira,"730,00",8
2016,7,Itajaí,Arrasto duplo,Tira-vira,"8.167,00",15
2016,7,Itajaí,Arrasto duplo,Trilha,"1.976,00",8
2016,7,Itajaí,Arrasto simples,Abrótea,"211,00",2
2016,7,Itajaí,Arrasto simples,Betara,"40,00",1
2016,7,Itajaí,Arrasto simples,Cabra,"90.216,00",3
2016,7,Itajaí,Arrasto simples,Castanha,"44.200,00",3
2016,7,Itajaí,Arrasto simples,Corvina,"5.064,00",3
2016,7,Itajaí,Arrasto simples,Emplastro,"3.000,00",1
2016,7,Itajaí,Arrasto simples,Enguia,"20,00",1
2016,7,Itajaí,Arrasto simples,Espada,"530,00",1
2016,7,Itajaí,Arrasto simples,Goete,"1.325,00",3
2016,7,Itajaí,Arrasto simples,Linguado,"800,00",1
2016,7,Itajaí,Arrasto simples,Linguado-areia,"3.863,00",3
2016,7,Itajaí,Arrasto simples,Maria-mole,"2.737,00",3
2016,7,Itajaí,Arrasto simples,Merluza,"568,00",3
2016,7,Itajaí,Arrasto simples,Peixe-sapo,"71,00",1
2016,7,Itajaí,Arrasto simples,Tira-vira,"1.012,00",3
2016,7,Itajaí,Arrasto simples,Trilha,"12,00",1
2016,7,Navegantes,Arrasto de parelha,Abrótea,"1.200,00",1
2016,7,Navegantes,Arrasto de parelha,Betara,"520,00",1
2016,7,Navegantes,Arrasto de parelha,Cabra,"8.980,00",1
2016,7,Navegantes,Arrasto de parelha,Castanha,"71.600,00",1
2016,7,Navegantes,Arrasto de parelha,Corvina,"19.680,00",2
2016,7,Navegantes,Arrasto de parelha,Enguia,"160,00",1
2016,7,Navegantes,Arrasto de parelha,Goete,"200,00",1
2016,7,Navegantes,Arrasto de parelha,Gordinho,"580,00",1
2016,7,Navegantes,Arrasto de parelha,Guaivira,"440,00",1
2016,7,Navegantes,Arrasto de parelha,Linguado,"380,00",1
2016,7,Navegantes,Arrasto de parelha,Linguado-areia,"1.400,00",1
2016,7,Navegantes,Arrasto de parelha,Mangangá,"40,00",1
2016,7,Navegantes,Arrasto de parelha,Maria-mole,"29.820,00",1
2016,7,Navegantes,Arrasto de parelha,Merluza,"40,00",1
2016,7,Navegantes,Arrasto de parelha,Mistura,"440,00",1
2016,7,Navegantes,Arrasto de parelha,Pargo-rosa,"20,00",1
2016,7,Navegantes,Arrasto de parelha,Tira-vira,"720,00",1
2016,7,Navegantes,Arrasto duplo,Abrótea,"67.415,00",12
2016,7,Navegantes,Arrasto duplo,Abrótea-de-fundo,"13.860,00",6
2016,7,Navegantes,Arrasto duplo,Betara,"310,00",3
2016,7,Navegantes,Arrasto duplo,Cabra,"14.190,00",9
2016,7,Navegantes,Arrasto duplo,Camarão-branco,"2.170,00",7
2016,7,Navegantes,Arrasto duplo,Camarão-cristalino,"4.000,00",1
2016,7,Navegantes,Arrasto duplo,Camarão-rosa,"22.756,00",14
2016,7,Navegantes,Arrasto duplo,Camarão-sete-barbas,"46.219,00",13
2016,7,Navegantes,Arrasto duplo,Castanha,"1.620,00",6
2016,7,Navegantes,Arrasto duplo,Congro,"11.768,00",5
2016,7,Navegantes,Arrasto duplo,Congro-rosa,"5.500,00",3
2016,7,Navegantes,Arrasto duplo,Corcoroca,"20,00",1
2016,7,Navegantes,Arrasto duplo,Corvina,"1.300,00",6
2016,7,Navegantes,Arrasto duplo,Emplastro,"900,00",3
2016,7,Navegantes,Arrasto duplo,Enguia,"400,00",6
2016,7,Navegantes,Arrasto duplo,Gordinho,"80,00",1
2016,7,Navegantes,Arrasto duplo,Linguado,"2.215,00",3
2016,7,Navegantes,Arrasto duplo,Linguado-areia,"38.320,00",12
2016,7,Navegantes,Arrasto duplo,Lula,"480,00",4
2016,7,Navegantes,Arrasto duplo,Mangangá,"500,00",6
2016,7,Navegantes,Arrasto duplo,Maria-mole,"4.940,00",7
2016,7,Navegantes,Arrasto duplo,Merluza,"32.660,00",9
2016,7,Navegantes,Arrasto duplo,Mistura,"43.947,00",29
2016,7,Navegantes,Arrasto duplo,Namorado,"12,00",1
2016,7,Navegantes,Arrasto duplo,Peixe-porco,"20,00",1
2016,7,Navegantes,Arrasto duplo,Peixe-sapo,"2.452,00",5
2016,7,Navegantes,Arrasto duplo,Pescadinha-real,"100,00",1
2016,7,Navegantes,Arrasto duplo,Pitú,"3.673,00",7
2016,7,Navegantes,Arrasto duplo,Polvo,"1.411,00",8
2016,7,Navegantes,Arrasto duplo,Sapateira,"125,00",2
2016,7,Navegantes,Arrasto duplo,Sarrão,"20,00",1
2016,7,Navegantes,Arrasto duplo,Tira-vira,"2.880,00",6
2016,7,Navegantes,Arrasto duplo,Trilha,"1.640,00",6
2016,7,Navegantes,Arrasto simples,Abrótea,"1.640,00",2
2016,7,Navegantes,Arrasto simples,Betara,"140,00",1
2016,7,Navegantes,Arrasto simples,Cabra,"19.060,00",2
2016,7,Navegantes,Arrasto simples,Castanha,"48.660,00",3
2016,7,Navegantes,Arrasto simples,Congro-rosa,"2.200,00",2
2016,7,Navegantes,Arrasto simples,Corvina,"5.440,00",3
2016,7,Navegantes,Arrasto simples,Emplastro,"10.000,00",1
2016,7,Navegantes,Arrasto simples,Enguia,"360,00",2
2016,7,Navegantes,Arrasto simples,Espada,"460,00",2
2016,7,Navegantes,Arrasto simples,Goete,"2.040,00",3
2016,7,Navegantes,Arrasto simples,Gordinho,"80,00",2
2016,7,Navegantes,Arrasto simples,Linguado,"28,00",1
2016,7,Navegantes,Arrasto simples,Linguado-areia,"3.200,00",1
2016,7,Navegantes,Arrasto simples,Mangangá,"740,00",2
2016,7,Navegantes,Arrasto simples,Maria-mole,"6.620,00",3
2016,7,Navegantes,Arrasto simples,Merluza,"8.000,00",1
2016,7,Navegantes,Arrasto simples,Mistura,"520,00",2
2016,7,Navegantes,Arrasto simples,Pargo-rosa,"220,00",1
2016,7,Navegantes,Arrasto simples,Peixe-sapo,"3.400,00",2
2016,7,Navegantes,Arrasto simples,Tira-vira,"1.940,00",3
2016,7,Porto Belo,Arrasto de parelha,Abrótea,"810,00",1
2016,7,Porto Belo,Arrasto de parelha,Betara,"540,00",1
2016,7,Porto Belo,Arrasto de parelha,Cabra,"2.780,00",1
2016,7,Porto Belo,Arrasto de parelha,Castanha,"75.820,00",1
2016,7,Porto Belo,Arrasto de parelha,Enguia,"60,00",1
2016,7,Porto Belo,Arrasto de parelha,Goete,"340,00",1
2016,7,Porto Belo,Arrasto de parelha,Gordinho,"250,00",1
2016,7,Porto Belo,Arrasto de parelha,Linguado,"46,00",1
2016,7,Porto Belo,Arrasto de parelha,Linguado-areia,"273,00",1
2016,7,Porto Belo,Arrasto de parelha,Mangangá,"100,00",1
2016,7,Porto Belo,Arrasto de parelha,Maria-mole,"4.290,00",1
2016,7,Porto Belo,Arrasto de parelha,Pescada,"12.860,00",1
2016,7,Porto Belo,Arrasto de parelha,Pescadinha-real,"120,00",1
2016,7,Porto Belo,Arrasto de parelha,Tira-vira,"120,00",1
2016,8,Itajaí,Arrasto duplo,Abrótea,"14.209,00",18
2016,8,Itajaí,Arrasto duplo,Abrótea-de-fundo,"45.000,00",1
2016,8,Itajaí,Arrasto duplo,Betara,"1.908,00",12
2016,8,Itajaí,Arrasto duplo,Cabra,"31.661,00",18
2016,8,Itajaí,Arrasto duplo,Camarão-branco,"120,00",2
2016,8,Itajaí,Arrasto duplo,Camarão-cristalino,"70,00",1
2016,8,Itajaí,Arrasto duplo,Camarão-rosa,"8.172,00",9
2016,8,Itajaí,Arrasto duplo,Camarão-sete-barbas,"3.600,00",1
2016,8,Itajaí,Arrasto duplo,Castanha,"19.220,00",13
2016,8,Itajaí,Arrasto duplo,Congro,"257,00",5
2016,8,Itajaí,Arrasto duplo,Congro-rosa,"1.600,00",4
2016,8,Itajaí,Arrasto duplo,Corvina,"20.170,00",16
2016,8,Itajaí,Arrasto duplo,Emplastro,"5.300,00",5
2016,8,Itajaí,Arrasto duplo,Enguia,"58,00",3
2016,8,Itajaí,Arrasto duplo,Espada,"1.400,00",3
2016,8,Itajaí,Arrasto duplo,Goete,"570,00",5
2016,8,Itajaí,Arrasto duplo,Gordinho,"260,00",4
2016,8,Itajaí,Arrasto duplo,Linguado,"55.460,00",11
2016,8,Itajaí,Arrasto duplo,Linguado-areia,"4.683,00",12
2016,8,Itajaí,Arrasto duplo,Linguado-vermelho,"789,00",2
2016,8,Itajaí,Arrasto duplo,Lula,"220,00",2
2016,8,Itajaí,Arrasto duplo,Maria-mole,"31.152,00",16
2016,8,Itajaí,Arrasto duplo,Merluza,"20.390,00",12
2016,8,Itajaí,Arrasto duplo,Mistura,"10.500,00",10
2016,8,Itajaí,Arrasto duplo,Namorado,"50,00",1
2016,8,Itajaí,Arrasto duplo,Peixe-porco,"1.206,00",7
2016,8,Itajaí,Arrasto duplo,Peixe-sapo,"4.050,00",10
2016,8,Itajaí,Arrasto duplo,Pescada-amarela,"60,00",1
2016,8,Itajaí,Arrasto duplo,Pitú,"350,00",4
2016,8,Itajaí,Arrasto duplo,Polvo,"1.443,00",13
2016,8,Itajaí,Arrasto duplo,Sapateira,"61,00",3
2016,8,Itajaí,Arrasto duplo,Tira-vira,"9.865,00",18
2016,8,Itajaí,Arrasto duplo,Trilha,"715,00",4
2016,8,Navegantes,Arrasto de parelha,Abrótea,"1.140,00",2
2016,8,Navegantes,Arrasto de parelha,Betara,"260,00",1
2016,8,Navegantes,Arrasto de parelha,Cabra,"14.240,00",3
2016,8,Navegantes,Arrasto de parelha,Castanha,"71.640,00",2
2016,8,Navegantes,Arrasto de parelha,Corvina,"34.320,00",2
2016,8,Navegantes,Arrasto de parelha,Enguia,"200,00",1
