Ano,Mês,Município,Aparelho de Pesca,Pescado,kg no Período,nº de descargas do período
2016,12,Porto Belo,Arrasto de parelha,Betara,"320,00",2
2016,12,Porto Belo,Arrasto de parelha,Cabra,"4.460,00",2
2016,12,Porto Belo,Arrasto de parelha,Castanha,"10.880,00",2
2016,12,Porto Belo,Arrasto de parelha,Corcoroca,"1.280,00",2
2016,12,Porto Belo,Arrasto de parelha,Corvina,"15.623,00",2
2016,12,Porto Belo,Arrasto de parelha,Enchova,"125,00",1
2016,12,Porto Belo,Arrasto de parelha,Enguia,"120,00",1
2016,12,Porto Belo,Arrasto de parelha,Goete,"3.440,00",2
2016,12,Porto Belo,Arrasto de parelha,Gordinho,"140,00",2
2016,12,Porto Belo,Arrasto de parelha,Linguado,"1.020,00",2
2016,12,Porto Belo,Arrasto de parelha,Linguado-areia,"60,00",1
2016,12,Porto Belo,Arrasto de parelha,Linguado-vermelho,"36,00",1
2016,12,Porto Belo,Arrasto de parelha,Mangangá,"780,00",2
2016,12,Porto Belo,Arrasto de parelha,Maria-mole,"123.300,00",2
2016,12,Porto Belo,Arrasto de parelha,Miracéu,"40,00",1
2016,12,Porto Belo,Arrasto de parelha,Mistura,"540,00",2
2016,12,Porto Belo,Arrasto de parelha,Olho-de-cão,"20,00",1
2016,12,Porto Belo,Arrasto de parelha,Palombeta,"20,00",1
2016,12,Porto Belo,Arrasto de parelha,Peixe-sapo,"80,00",1
2016,12,Porto Belo,Arrasto de parelha,Pescadinha-real,"140,00",2
2016,12,Porto Belo,Arrasto de parelha,Tira-vira,"360,00",2
2016,12,Porto Belo,Arrasto duplo,Cabra,"1.300,00",1
2016,12,Porto Belo,Arrasto duplo,Camarão-rosa,"1.050,00",1
2016,12,Porto Belo,Arrasto duplo,Mistura,"2.700,00",1
2017,1,Itajaí,Arrasto de parelha,Castanha,"5.000,00",1
2017,1,Itajaí,Arrasto de parelha,Corvina,"5.000,00",1
2017,1,Itajaí,Arrasto de parelha,Goete,"20.000,00",1
2017,1,Itajaí,Arrasto de parelha,Gordinho,"4.000,00",1
2017,1,Itajaí,Arrasto de parelha,Linguado,"500,00",1
2017,1,Itajaí,Arrasto de parelha,Peixe-porco,"1.000,00",1
2017,1,Itajaí,Arrasto de parelha,Pescada-amarela,"5.000,00",1
2017,1,Itajaí,Arrasto de parelha,Pescadinha-real,"6.000,00",1
2017,1,Itajaí,Arrasto duplo,Abrótea,"1.349,00",3
2017,1,Itajaí,Arrasto duplo,Abrótea-de-fundo,"100.000,00",2
2017,1,Itajaí,Arrasto duplo,Betara,"200,00",1
2017,1,Itajaí,Arrasto duplo,Cabra,"2.467,00",4
2017,1,Itajaí,Arrasto duplo,Camarão-barba-ruça,"23.108,00",5
2017,1,Itajaí,Arrasto duplo,Camarão-rosa,"7.150,00",9
2017,1,Itajaí,Arrasto duplo,Camarão-santana,"400,00",3
2017,1,Itajaí,Arrasto duplo,Castanha,"68,00",1
2017,1,Itajaí,Arrasto duplo,Congro-rosa,"400,00",2
2017,1,Itajaí,Arrasto duplo,Corvina,"372,00",2
2017,1,Itajaí,Arrasto duplo,Emplastro,"972,00",2
2017,1,Itajaí,Arrasto duplo,Enguia,"20,00",1
2017,1,Itajaí,Arrasto duplo,Espada,"8,00",1
2017,1,Itajaí,Arrasto duplo,Goete,"287,00",2
2017,1,Itajaí,Arrasto duplo,Linguado-areia,"1.000,00",2
2017,1,Itajaí,Arrasto duplo,Lula,"100,00",1
2017,1,Itajaí,Arrasto duplo,Maria-mole,"86,00",2
2017,1,Itajaí,Arrasto duplo,Merluza,"17.000,00",2
2017,1,Itajaí,Arrasto duplo,Mistura,"7.700,00",9
2017,1,Itajaí,Arrasto duplo,Peixe-sapo,"4.511,00",3
2017,1,Itajaí,Arrasto duplo,Pitú,"20,00",1
2017,1,Itajaí,Arrasto duplo,Polvo,"160,00",3
2017,1,Itajaí,Arrasto duplo,Sapateira,"240,00",6
2017,1,Itajaí,Arrasto duplo,Tira-vira,"58,00",1
2017,1,Itajaí,Arrasto duplo,Trilha,"77,00",2
2017,1,Itajaí,Arrasto simples,Abrótea,"954,00",2
2017,1,Itajaí,Arrasto simples,Cabra,"103.596,00",2
2017,1,Itajaí,Arrasto simples,Castanha,"1.715,00",2
2017,1,Itajaí,Arrasto simples,Congro-rosa,"500,00",1
2017,1,Itajaí,Arrasto simples,Corvina,"101,00",2
2017,1,Itajaí,Arrasto simples,Emplastro,"10.120,00",2
2017,1,Itajaí,Arrasto simples,Espada,"60,00",1
2017,1,Itajaí,Arrasto simples,Linguado-areia,"3.406,00",2
2017,1,Itajaí,Arrasto simples,Maria-mole,"22,00",2
2017,1,Itajaí,Arrasto simples,Merluza,"488,00",2
2017,1,Itajaí,Arrasto simples,Peixe-sapo,"2.234,50",2
2017,1,Itajaí,Arrasto simples,Tira-vira,"275,80",2
2017,1,Itajaí,Arrasto simples,Trilha,"880,00",1
2017,1,Navegantes,Arrasto de parelha,Abrótea,"200,00",1
2017,1,Navegantes,Arrasto de parelha,Betara,"30,00",1
2017,1,Navegantes,Arrasto de parelha,Cabra,"6.400,00",1
2017,1,Navegantes,Arrasto de parelha,Castanha,"30.000,00",1
2017,1,Navegantes,Arrasto de parelha,Corcoroca,"15,00",1
2017,1,Navegantes,Arrasto de parelha,Corvina,"40.000,00",1
2017,1,Navegantes,Arrasto de parelha,Goete,"15.000,00",1
2017,1,Navegantes,Arrasto de parelha,Gordinho,"30,00",1
2017,1,Navegantes,Arrasto de parelha,Linguado,"800,00",1
2017,1,Navegantes,Arrasto de parelha,Maria-mole,"2.000,00",1
2017,1,Navegantes,Arrasto duplo,Abrótea,"12.280,00",8
2017,1,Navegantes,Arrasto duplo,Abrótea-de-fundo,"10.548,00",2
2017,1,Navegantes,Arrasto duplo,Batata,"180,00",1
2017,1,Navegantes,Arrasto duplo,Betara,"590,00",7
2017,1,Navegantes,Arrasto duplo,Cabra,"30.300,00",16
2017,1,Navegantes,Arrasto duplo,Camarão-barba-ruça,"234.829,00",26
2017,1,Navegantes,Arrasto duplo,Camarão-cristalino,"30,00",1
2017,1,Navegantes,Arrasto duplo,Camarão-rosa,"24.515,00",31
2017,1,Navegantes,Arrasto duplo,Camarão-santana,"8.140,00",16
2017,1,Navegantes,Arrasto duplo,Camarão-sete-barbas,"5.000,00",2
2017,1,Navegantes,Arrasto duplo,Castanha,"3.440,00",3
2017,1,Navegantes,Arrasto duplo,Congro-rosa,"4.800,00",2
2017,1,Navegantes,Arrasto duplo,Corvina,"2.050,00",9
2017,1,Navegantes,Arrasto duplo,Emplastro,"5.580,00",12
2017,1,Navegantes,Arrasto duplo,Enguia,"100,00",1
2017,1,Navegantes,Arrasto duplo,Goete,"680,00",3
2017,1,Navegantes,Arrasto duplo,Gordinho,"20,00",1
2017,1,Navegantes,Arrasto duplo,Linguado,"2.700,00",9
2017,1,Navegantes,Arrasto duplo,Linguado-areia,"10.824,00",12
2017,1,Navegantes,Arrasto duplo,Linguado-vermelho,"20,00",1
2017,1,Navegantes,Arrasto duplo,Lula,"670,00",11
2017,1,Navegantes,Arrasto duplo,Maria-mole,"840,00",3
2017,1,Navegantes,Arrasto duplo,Merluza,"4.340,00",2
2017,1,Navegantes,Arrasto duplo,Mistura,"48.800,00",33
2017,1,Navegantes,Arrasto duplo,Pargo-rosa,"40,00",1
2017,1,Navegantes,Arrasto duplo,Peixe-porco,"5.878,00",5
2017,1,Navegantes,Arrasto duplo,Peixe-sapo,"7.110,00",3
2017,1,Navegantes,Arrasto duplo,Pescada-amarela,"2.370,00",5
2017,1,Navegantes,Arrasto duplo,Pescadinha-real,"1.800,00",2
2017,1,Navegantes,Arrasto duplo,Pitú,"40,00",2
2017,1,Navegantes,Arrasto duplo,Polvo,"585,00",8
2017,1,Navegantes,Arrasto duplo,Raia,"502,00",2
2017,1,Navegantes,Arrasto duplo,Sapateira,"2.988,00",17
2017,1,Navegantes,Arrasto duplo,Tira-vira,"1.000,00",4
2017,1,Navegantes,Arrasto duplo,Trilha,"800,00",2
2017,1,Navegantes,Arrasto simples,Abrótea,"18.360,00",1
2017,1,Navegantes,Arrasto simples,Abrótea-de-fundo,"3.440,00",1
2017,1,Navegantes,Arrasto simples,Cabra,"45.000,00",1
2017,1,Navegantes,Arrasto simples,Castanha,"6.000,00",1
2017,1,Navegantes,Arrasto simples,Emplastro,"6.000,00",1
2017,1,Navegantes,Arrasto simples,Enguia,"100,00",1
2017,1,Navegantes,Arrasto simples,Linguado-areia,"3.000,00",1
2017,1,Navegantes,Arrasto simples,Merluza,"5.300,00",1
2017,1,Navegantes,Arrasto simples,Mistura,"10.000,00",1
2017,1,Navegantes,Arrasto simples,Tira-vira,"2.000,00",1
2017,1,Navegantes,Arrasto simples,Trilha,"1.000,00",1
2017,1,Porto Belo,Arrasto duplo,Camarão-rosa,"500,00",1
2017,1,Porto Belo,Arrasto duplo,Mistura,"300,00",1
2017,1,Porto Belo,Arrasto duplo,Polvo,"100,00",1
2017,2,Itajaí,Arrasto de parelha,Abrótea,"300,00",1
2017,2,Itajaí,Arrasto de parelha,Betara,"300,00",1
2017,2,Itajaí,Arrasto de parelha,Castanha,"1.000,00",1
2017,2,Itajaí,Arrasto de parelha,Corvina,"20.000,00",1
2017,2,Itajaí,Arrasto de parelha,Espada,"500,00",1
2017,2,Itajaí,Arrasto de parelha,Gordinho,"500,00",1
2017,2,Itajaí,Arrasto de parelha,Linguado,"500,00",1
2017,2,Itajaí,Arrasto de parelha,Peixe-porco,"1.000,00",1
2017,2,Itajaí,Arrasto de parelha,Pescada-amarela,"25.000,00",1
2017,2,Itajaí,Arrasto duplo,Abrótea,"17.327,00",10
2017,2,Itajaí,Arrasto duplo,Abrótea-de-fundo,"14.000,00",2
2017,2,Itajaí,Arrasto duplo,Batata,"200,00",1
2017,2,Itajaí,Arrasto duplo,Betara,"1.237,00",5
2017,2,Itajaí,Arrasto duplo,Cabra,"104.405,00",12
2017,2,Itajaí,Arrasto duplo,Camarão-barba-ruça,"12.472,00",3
2017,2,Itajaí,Arrasto duplo,Camarão-rosa,"19.050,00",17
2017,2,Itajaí,Arrasto duplo,Castanha,"16.960,00",6
2017,2,Itajaí,Arrasto duplo,Congro-rosa,"14.500,00",7
2017,2,Itajaí,Arrasto duplo,Corvina,"6.769,00",8
2017,2,Itajaí,Arrasto duplo,Emplastro,"11.202,00",7
2017,2,Itajaí,Arrasto duplo,Enguia,"77,00",2
2017,2,Itajaí,Arrasto duplo,Espada,"1.056,00",2
2017,2,Itajaí,Arrasto duplo,Goete,"2.479,00",3
2017,2,Itajaí,Arrasto duplo,Linguado,"17.750,00",9
2017,2,Itajaí,Arrasto duplo,Linguado-areia,"13.699,00",7
2017,2,Itajaí,Arrasto duplo,Linguado-vermelho,"400,00",1
2017,2,Itajaí,Arrasto duplo,Lula,"165,00",4
2017,2,Itajaí,Arrasto duplo,Mangangá,"1.200,00",2
2017,2,Itajaí,Arrasto duplo,Maria-mole,"14.584,00",8
2017,2,Itajaí,Arrasto duplo,Merluza,"1.260,00",2
2017,2,Itajaí,Arrasto duplo,Mistura,"35.490,00",17
2017,2,Itajaí,Arrasto duplo,Pargo-rosa,"200,00",1
2017,2,Itajaí,Arrasto duplo,Peixe-porco,"100,00",2
2017,2,Itajaí,Arrasto duplo,Peixe-sapo,"11.322,00",8
2017,2,Itajaí,Arrasto duplo,Pescada-amarela,"100,00",1
2017,2,Itajaí,Arrasto duplo,Pitú,"20,00",1
2017,2,Itajaí,Arrasto duplo,Polvo,"2.136,00",10
2017,2,Itajaí,Arrasto duplo,Raia,"120,00",1
2017,2,Itajaí,Arrasto duplo,Sapateira,"2.830,00",12
2017,2,Itajaí,Arrasto duplo,Tira-vira,"2.268,00",6
2017,2,Itajaí,Arrasto duplo,Trilha,"2.127,00",5
2017,2,Itajaí,Arrasto simples,Abrótea,"1.937,00",3
2017,2,Itajaí,Arrasto simples,Cabra,"87.803,00",3
2017,2,Itajaí,Arrasto simples,Cação-bagre,"1.308,00",2
2017,2,Itajaí,Arrasto simples,Castanha,"5.345,00",3
2017,2,Itajaí,Arrasto simples,Congro-rosa,"600,00",1
2017,2,Itajaí,Arrasto simples,Corvina,"520,00",3
2017,2,Itajaí,Arrasto simples,Emplastro,"16.560,00",3
2017,2,Itajaí,Arrasto simples,Espada,"530,00",2
2017,2,Itajaí,Arrasto simples,Linguado-areia,"8.040,00",3
2017,2,Itajaí,Arrasto simples,Maria-mole,"30.205,00",3
2017,2,Itajaí,Arrasto simples,Merluza,"409,00",2
2017,2,Itajaí,Arrasto simples,Mistura,"3.000,00",1
2017,2,Itajaí,Arrasto simples,Pargo-rosa,"300,00",1
2017,2,Itajaí,Arrasto simples,Peixe-sapo,"2.149,00",2
2017,2,Itajaí,Arrasto simples,Tira-vira,"271,00",3
2017,2,Itajaí,Arrasto simples,Trilha,"1.231,00",2
2017,2,Navegantes,Arrasto de parelha,Abrótea,"3.020,00",4
2017,2,Navegantes,Arrasto de parelha,Betara,"2.080,00",3
2017,2,Navegantes,Arrasto de parelha,Cabra,"14.600,00",6
2017,2,Navegantes,Arrasto de parelha,Castanha,"167.520,00",8
2017,2,Navegantes,Arrasto de parelha,Corcoroca,"420,00",2
2017,2,Navegantes,Arrasto de parelha,Corvina,"265.668,00",10
2017,2,Navegantes,Arrasto de parelha,Emplastro,"140,00",1
2017,2,Navegantes,Arrasto de parelha,Enguia,"20,00",1
2017,2,Navegantes,Arrasto de parelha,Espada,"800,00",1
2017,2,Navegantes,Arrasto de parelha,Galo,"360,00",2
2017,2,Navegantes,Arrasto de parelha,Goete,"74.760,00",10
2017,2,Navegantes,Arrasto de parelha,Gordinho,"12.200,00",6
2017,2,Navegantes,Arrasto de parelha,Linguado,"8.384,00",6
2017,2,Navegantes,Arrasto de parelha,Maria-mole,"167.400,00",7
2017,2,Navegantes,Arrasto de parelha,Mistura,"223.200,00",7
2017,2,Navegantes,Arrasto de parelha,Olho-de-boi,"320,00",1
2017,2,Navegantes,Arrasto de parelha,Olho-de-cão,"16.000,00",3
2017,2,Navegantes,Arrasto de parelha,Palombeta,"1.000,00",1
2017,2,Navegantes,Arrasto de parelha,Pampo,"140,00",2
2017,2,Navegantes,Arrasto de parelha,Peixe-porco,"38.160,00",4
2017,2,Navegantes,Arrasto de parelha,Pescada-amarela,"40.000,00",2
2017,2,Navegantes,Arrasto de parelha,Pescada-cambucu,"40,00",2
2017,2,Navegantes,Arrasto de parelha,Pescadinha-real,"1.100,00",2
2017,2,Navegantes,Arrasto de parelha,Raia,"20,00",1
2017,2,Navegantes,Arrasto de parelha,Tira-vira,"560,00",2
2017,2,Navegantes,Arrasto de parelha,Trilha,"60,00",1
2017,2,Navegantes,Arrasto duplo,Abrótea,"30.440,00",13
2017,2,Navegantes,Arrasto duplo,Abrótea-de-fundo,"9.800,00",3
2017,2,Navegantes,Arrasto duplo,Batata,"92,00",2
2017,2,Navegantes,Arrasto duplo,Betara,"1.540,00",7
2017,2,Navegantes,Arrasto duplo,Cabra,"30.240,00",11
2017,2,Navegantes,Arrasto duplo,Camarão-barba-ruça,"77.274,00",9
2017,2,Navegantes,Arrasto duplo,Camarão-branco,"300,00",2
2017,2,Navegantes,Arrasto duplo,Camarão-rosa,"40.061,00",33
2017,2,Navegantes,Arrasto duplo,Camarão-santana,"1.610,00",5
2017,2,Navegantes,Arrasto duplo,Camarão-sete-barbas,"8.900,00",3
2017,2,Navegantes,Arrasto duplo,Castanha,"4.460,00",4
2017,2,Navegantes,Arrasto duplo,Congro,"3.306,00",3
2017,2,Navegantes,Arrasto duplo,Congro-rosa,"5.000,00",6
2017,2,Navegantes,Arrasto duplo,Corcoroca,"40,00",1
2017,2,Navegantes,Arrasto duplo,Corvina,"2.400,00",6
2017,2,Navegantes,Arrasto duplo,Emplastro,"6.340,00",8
2017,2,Navegantes,Arrasto duplo,Enguia,"160,00",1
2017,2,Navegantes,Arrasto duplo,Espada,"170,00",2
2017,2,Navegantes,Arrasto duplo,Goete,"290,00",3
2017,2,Navegantes,Arrasto duplo,Gordinho,"50,00",1
2017,2,Navegantes,Arrasto duplo,Linguado,"7.091,00",9
2017,2,Navegantes,Arrasto duplo,Linguado-areia,"8.198,00",7
2017,2,Navegantes,Arrasto duplo,Lula,"1.200,00",8
2017,2,Navegantes,Arrasto duplo,Mangangá,"550,00",2
2017,2,Navegantes,Arrasto duplo,Maria-mole,"6.780,00",6
2017,2,Navegantes,Arrasto duplo,Merluza,"2.660,00",3
2017,2,Navegantes,Arrasto duplo,Mistura,"107.310,00",43
2017,2,Navegantes,Arrasto duplo,Peixe-porco,"13.180,00",8
2017,2,Navegantes,Arrasto duplo,Peixe-sapo,"3.865,00",10
2017,2,Navegantes,Arrasto duplo,Pescada-amarela,"5.500,00",5
2017,2,Navegantes,Arrasto duplo,Pescadinha-real,"160,00",1
2017,2,Navegantes,Arrasto duplo,Pitú,"215,00",3
2017,2,Navegantes,Arrasto duplo,Polvo,"2.516,00",14
2017,2,Navegantes,Arrasto duplo,Raia,"440,00",1
2017,2,Navegantes,Arrasto duplo,Sapateira,"1.340,00",13
2017,2,Navegantes,Arrasto duplo,Tira-vira,"1.800,00",4
2017,2,Navegantes,Arrasto duplo,Trilha,"1.565,00",7
2017,2,Porto Belo,Arrasto de parelha,Abrótea,"1.500,00",2
2017,2,Porto Belo,Arrasto de parelha,Betara,"500,00",2
2017,2,Porto Belo,Arrasto de parelha,Cabra,"5.500,00",2
2017,2,Porto Belo,Arrasto de parelha,Cação-anjo,"500,00",2
2017,2,Porto Belo,Arrasto de parelha,Castanha,"50.120,00",2
2017,2,Porto Belo,Arrasto de parelha,Corcoroca,"80,00",2
2017,2,Porto Belo,Arrasto de parelha,Corvina,"18.317,00",2
2017,2,Porto Belo,Arrasto de parelha,Enchova,"70,00",1
2017,2,Porto Belo,Arrasto de parelha,Goete,"3.920,00",2
2017,2,Porto Belo,Arrasto de parelha,Gordinho,"900,00",2
2017,2,Porto Belo,Arrasto de parelha,Linguado,"1.937,00",2
2017,2,Porto Belo,Arrasto de parelha,Lula,"30,00",1
2017,2,Porto Belo,Arrasto de parelha,Mangangá,"140,00",2
2017,2,Porto Belo,Arrasto de parelha,Maria-mole,"59.640,00",2
2017,2,Porto Belo,Arrasto de parelha,Miracéu,"100,00",1
2017,2,Porto Belo,Arrasto de parelha,Mistura,"592,00",2
2017,2,Porto Belo,Arrasto de parelha,Olho-de-cão,"40,00",1
2017,2,Porto Belo,Arrasto de parelha,Peixe-porco,"20,00",1
2017,2,Porto Belo,Arrasto de parelha,Pescadinha-real,"50,00",1
2017,2,Porto Belo,Arrasto de parelha,Tira-vira,"360,00",2
2017,3,Itajaí,Arrasto de parelha,Castanha,"1.000,00",1
2017,3,Itajaí,Arrasto de parelha,Corvina,"10.000,00",1
2017,3,Itajaí,Arrasto de parelha,Maria-mole,"4.500,00",1
2017,3,Itajaí,Arrasto de parelha,Mistura,"12.500,00",1
2017,3,Itajaí,Arrasto de parelha,Peixe-porco,"1.000,00",1
2017,3,Itajaí,Arrasto de parelha,Pescada-amarela,"10.000,00",1
2017,3,Itajaí,Arrasto de parelha,Tira-vira,"1.000,00",1
2017,3,Itajaí,Arrasto duplo,Abrótea,"14.845,00",8
2017,3,Itajaí,Arrasto duplo,Abrótea-de-fundo,"117.500,00",6
2017,3,Itajaí,Arrasto duplo,Betara,"209,00",2
2017,3,Itajaí,Arrasto duplo,Cabra,"25.957,00",9
2017,3,Itajaí,Arrasto duplo,Camarão-cristalino,"13.500,00",2
2017,3,Itajaí,Arrasto duplo,Camarão-rosa,"3.813,00",4
2017,3,Itajaí,Arrasto duplo,Castanha,"10.500,00",5
2017,3,Itajaí,Arrasto duplo,Congro-rosa,"10.500,00",6
2017,3,Itajaí,Arrasto duplo,Corvina,"4.282,00",10
2017,3,Itajaí,Arrasto duplo,Emplastro,"8.437,00",7
2017,3,Itajaí,Arrasto duplo,Enguia,"10,00",1
2017,3,Itajaí,Arrasto duplo,Goete,"191,00",4
2017,3,Itajaí,Arrasto duplo,Gordinho,"100,00",1
2017,3,Itajaí,Arrasto duplo,Linguado,"6.300,00",5
2017,3,Itajaí,Arrasto duplo,Linguado-areia,"12.333,00",9
2017,3,Itajaí,Arrasto duplo,Lula,"262,00",3
2017,3,Itajaí,Arrasto duplo,Maria-mole,"12.497,00",7
2017,3,Itajaí,Arrasto duplo,Merluza,"11.064,00",5
2017,3,Itajaí,Arrasto duplo,Mistura,"11.220,00",6
2017,3,Itajaí,Arrasto duplo,Pargo-rosa,"500,00",1
2017,3,Itajaí,Arrasto duplo,Peixe-porco,"880,00",5
2017,3,Itajaí,Arrasto duplo,Peixe-sapo,"6.491,00",9
2017,3,Itajaí,Arrasto duplo,Pitú,"150,00",2
2017,3,Itajaí,Arrasto duplo,Polvo,"690,00",5
2017,3,Itajaí,Arrasto duplo,Sapateira,"1.496,00",6
2017,3,Itajaí,Arrasto duplo,Tira-vira,"2.661,00",9
2017,3,Itajaí,Arrasto duplo,Trilha,"135,00",2
2017,3,Itajaí,Arrasto simples,Abrótea,"1.578,00",4
2017,3,Itajaí,Arrasto simples,Abrótea-de-fundo,"425,00",2
2017,3,Itajaí,Arrasto simples,Cabra,"151.274,00",5
2017,3,Itajaí,Arrasto simples,Cação-bagre,"848,00",2
2017,3,Itajaí,Arrasto simples,Cações,"387,00",1
2017,3,Itajaí,Arrasto simples,Castanha,"1.511,00",4
2017,3,Itajaí,Arrasto simples,Congro-rosa,"800,00",1
2017,3,Itajaí,Arrasto simples,Corvina,"546,00",3
2017,3,Itajaí,Arrasto simples,Emplastro,"16.917,00",4
2017,3,Itajaí,Arrasto simples,Enguia,"10,00",1
2017,3,Itajaí,Arrasto simples,Espada,"149,00",4
2017,3,Itajaí,Arrasto simples,Goete,"100,00",1
2017,3,Itajaí,Arrasto simples,Linguado-areia,"2.943,00",4
2017,3,Itajaí,Arrasto simples,Maria-mole,"1.557,00",4
2017,3,Itajaí,Arrasto simples,Merluza,"418,00",4
2017,3,Itajaí,Arrasto simples,Mistura,"6.946,00",1
2017,3,Itajaí,Arrasto simples,Peixe-sapo,"2.120,00",4
2017,3,Itajaí,Arrasto simples,Tira-vira,"388,00",4
2017,3,Itajaí,Arrasto simples,Trilha,"864,00",3
2017,3,Navegantes,Arrasto de parelha,Abrótea,"2.500,00",4
2017,3,Navegantes,Arrasto de parelha,Betara,"550,00",4
2017,3,Navegantes,Arrasto de parelha,Cabra,"11.100,00",6
2017,3,Navegantes,Arrasto de parelha,Castanha,"53.500,00",8
2017,3,Navegantes,Arrasto de parelha,Corcoroca,"200,00",1
2017,3,Navegantes,Arrasto de parelha,Corvina,"210.000,00",8
2017,3,Navegantes,Arrasto de parelha,Espada,"600,00",2
2017,3,Navegantes,Arrasto de parelha,Galo,"400,00",2
2017,3,Navegantes,Arrasto de parelha,Goete,"29.400,00",7
2017,3,Navegantes,Arrasto de parelha,Gordinho,"4.000,00",2
2017,3,Navegantes,Arrasto de parelha,Linguado,"2.530,00",4
2017,3,Navegantes,Arrasto de parelha,Linguado-areia,"2.000,00",1
2017,3,Navegantes,Arrasto de parelha,Maria-mole,"102.000,00",8
2017,3,Navegantes,Arrasto de parelha,Mistura,"141.740,00",6
2017,3,Navegantes,Arrasto de parelha,Olho-de-cão,"3.000,00",1
2017,3,Navegantes,Arrasto de parelha,Palombeta,"500,00",1
2017,3,Navegantes,Arrasto de parelha,Pampo,"5.000,00",1
2017,3,Navegantes,Arrasto de parelha,Peixe-porco,"21.000,00",3
2017,3,Navegantes,Arrasto de parelha,Pescada-amarela,"15.300,00",3
2017,3,Navegantes,Arrasto de parelha,Pescadinha-real,"55.000,00",3
2017,3,Navegantes,Arrasto de parelha,Tira-vira,"300,00",2
2017,3,Navegantes,Arrasto de parelha,Trilha,"50,00",1
2017,3,Navegantes,Arrasto duplo,Abrótea,"23.500,00",8
2017,3,Navegantes,Arrasto duplo,Abrótea-de-fundo,"27.000,00",3
2017,3,Navegantes,Arrasto duplo,Betara,"3.700,00",5
2017,3,Navegantes,Arrasto duplo,Cabra,"33.600,00",10
2017,3,Navegantes,Arrasto duplo,Camarão-barba-ruça,"33.000,00",3
2017,3,Navegantes,Arrasto duplo,Camarão-branco,"300,00",2
2017,3,Navegantes,Arrasto duplo,Camarão-cristalino,"24.635,00",3
2017,3,Navegantes,Arrasto duplo,Camarão-rosa,"17.140,00",12
2017,3,Navegantes,Arrasto duplo,Camarão-santana,"800,00",3
2017,3,Navegantes,Arrasto duplo,Camarão-sete-barbas,"11.200,00",4
2017,3,Navegantes,Arrasto duplo,Castanha,"8.500,00",4
2017,3,Navegantes,Arrasto duplo,Congro-rosa,"4.800,00",3
2017,3,Navegantes,Arrasto duplo,Corcoroca,"500,00",1
2017,3,Navegantes,Arrasto duplo,Corvina,"2.600,00",6
2017,3,Navegantes,Arrasto duplo,Emplastro,"1.400,00",4
2017,3,Navegantes,Arrasto duplo,Espada,"100,00",1
2017,3,Navegantes,Arrasto duplo,Goete,"3.200,00",3
2017,3,Navegantes,Arrasto duplo,Linguado,"11.200,00",6
2017,3,Navegantes,Arrasto duplo,Linguado-areia,"9.800,00",5
2017,3,Navegantes,Arrasto duplo,Lula,"540,00",4
2017,3,Navegantes,Arrasto duplo,Mangangá,"800,00",2
2017,3,Navegantes,Arrasto duplo,Maria-mole,"13.500,00",4
2017,3,Navegantes,Arrasto duplo,Merluza,"12.300,00",2
2017,3,Navegantes,Arrasto duplo,Mistura,"102.083,00",24
2017,3,Navegantes,Arrasto duplo,Peixe-porco,"3.000,00",3
2017,3,Navegantes,Arrasto duplo,Peixe-sapo,"7.000,00",5
2017,3,Navegantes,Arrasto duplo,Pescada-amarela,"2.000,00",3
2017,3,Navegantes,Arrasto duplo,Pescada-branca,"300,00",1
2017,3,Navegantes,Arrasto duplo,Pitú,"20,00",1
2017,3,Navegantes,Arrasto duplo,Polvo,"1.545,00",8
2017,3,Navegantes,Arrasto duplo,Sapateira,"1.440,00",8
2017,3,Navegantes,Arrasto duplo,Trilha,"200,00",1
2017,3,Navegantes,Arrasto simples,Abrótea,"4.600,00",1
2017,3,Navegantes,Arrasto simples,Cabra,"51.000,00",1
2017,3,Navegantes,Arrasto simples,Castanha,"9.000,00",1
2017,3,Navegantes,Arrasto simples,Congro-rosa,"2.000,00",1
2017,3,Navegantes,Arrasto simples,Linguado-areia,"2.500,00",1
2017,3,Navegantes,Arrasto simples,Maria-mole,"6.800,00",1
2017,3,Navegantes,Arrasto simples,Polvo,"750,00",1
2017,3,Navegantes,Arrasto simples,Sapateira,"400,00",1
2017,3,Navegantes,Arrasto simples,Tira-vira,"1.000,00",1
2017,3,Porto Belo,Arrasto de parelha,Abrótea,"2.720,00",3
2017,3,Porto Belo,Arrasto de parelha,Betara,"1.350,00",3
2017,3,Porto Belo,Arrasto de parelha,Cabra,"13.960,00",3
2017,3,Porto Belo,Arrasto de parelha,Cação-anjo,"20,00",1
2017,3,Porto Belo,Arrasto de parelha,Carapeba,"20,00",1
2017,3,Porto Belo,Arrasto de parelha,Castanha,"26.360,00",3
2017,3,Porto Belo,Arrasto de parelha,Corcoroca,"740,00",2
2017,3,Porto Belo,Arrasto de parelha,Corvina,"73.173,00",3
2017,3,Porto Belo,Arrasto de parelha,Enchova,"100,00",1
2017,3,Porto Belo,Arrasto de parelha,Espada,"240,00",1
2017,3,Porto Belo,Arrasto de parelha,Galo,"20,00",1
2017,3,Porto Belo,Arrasto de parelha,Goete,"7.700,00",3
2017,3,Porto Belo,Arrasto de parelha,Gordinho,"2.070,00",3
2017,3,Porto Belo,Arrasto de parelha,Guaivira,"160,00",1
2017,3,Porto Belo,Arrasto de parelha,Linguado,"1.821,00",3
